qstr_thawb1_belt1|thawb1 belt1
qstr_You_were_born_the_{re|You were born the {reg3?daughter:son} of a small businessman, always dealing with different sorts of customers and partners. Your parents were wealth enough to send you to a private school. You father wasn't able to deal with the new times, which changed trading technoligies, so after his death you had only a small part of his business.
qstr_You_were_born_the_{reg|You were born the {reg3?daughter:son} of a minor staff officer, who took a part in a lot of conflicts of the early 19th century. Born in one of his campaigns, you never knew your mother. Although your father tried to teach you everything he knew, he wasn't a good teacher, so after his death you had only some army skills and his last bought gun.
qstr_{reg3?daughter:son}|{reg3?kız:oğlan}
qstr_You_were_born_the_{reg3|You were born the {reg3?daughter:son} of a mafia capo, who was a respected member of a local band. Your father didn't want you to follow his steps, so you had a chance for a lawful life. But circumstances of the new times left you no choice, so after his death you replaced him with his mafia heritage.
qstr_You_were_born_the_{reg3?|You were born the {reg3?daughter:son} of a university professor. As a son of a science man, you got a very good education. Although your family wasn't rich your father tought you that money aren't the most important, so after his death you entered the world with a good amount of knowledge.
qstr_You_were_born_the_{reg3?d|You were born the {reg3?daughter:son} of a regular factory laborer, who spent his life toughly working for his family. Although you were tought to live fairly, your father gave you freedom of chosing your future profession. After his death, you still was seeking for a business to get in your live.
qstr_You_were_a_child_of_|Sen kuru topraklardaki büyük kamplarda yaşayan bir gezgin göçmen kabilesinde doğan bir bozkır çocuğuydun. Kabiledeki diğerleri gibi, ailen atları herşeyin üstünde tutardı, ve neredeyse daha yürümeyi öğrenmeden sana ata binmeyi öğretmişlerdi.
qstr_As_the_{reg3?daughte|Bir hırsızın {reg3?kızı:oğlu} olarak, çok az 'resmi' bir eğitim aldın. Bunun yerine sokaklarda cüzdan çalmayı öğrenene kadar dilendin, maymuncuk kullanmayı öğrenene kadar cüzdan çaldın ve tüm çocukluk hayatın böyle geçti. Yine de, bu uzun yıllar seni sokakların üstadı yaptı, şehirlerde ve gölgelerde yatan sırları herkesten iyi farkedebildin.
qstr_You_were_as_far_as_a|You were, as far as anyone outside the university could tell, a studious person. Always obeying the rules, always getting good grades. If that was an illusion or not, only you know. But suffice you say, you were in university, be it because of a patronage from someone wealthy or because your family was rich enough to afford it, and even if you were a student whose record was questionable at best, it gained you valuable insight and experience.
qstr_The_thrumming_of_mac|The thrumming of machines and the pounding of metal is a sound you know better than anyone. It was hard work, waking up real early and going to bed real late, working every second between those two events under the watchful eye of demanding overseers. You became intimately familiar with technology, particularly industry, as you worked. Your calloused hands are proof that you know hard work, and though you left the factory life behind, it will never leave you.
qstr_Living_on_the_street|Living on the streets was tough. Stealing to live, if you could call the scraps you could get any sort of proper life, was part and parcel of your existence. Everyone looked down at you as a street urchin, as someone to be reviled and pitied at best, or actively driven out at worst. This hard life gave you perspective, it gave you skills others may see as unsavory. Luckily, in war, unsavory skills are quite useful.
qstr_Extra_extra!_Local_n|Extra extra! Local newspaper has a bunch of stories that you never really cared for! Hawking newspapers all day certainly improved your skills at speaking, making people who otherwise wouldn't care for the goings-on to buy a newspaper. Of course, a keen knowledge of business is hardly a bad thing. Perhaps the skills you learned will do you well in the new world you find yourself in.
qstr_As_a_{reg3?girl:boy}|Çocukluktan çıkan bir {reg3?kız:oğlan} olarak, bölgenin asillerinden birinin sarayında yaşamaya yollandın. Orada ilk dersin, evin lord ve hanımlarını beklerken göstereceğin tevazuydu. Ama onların satranç oyunlarından, dedikodularından ve hatta büyük işler ve saray aşkları üzerine şiirlerden, yetişkinlerin çatışma ve yarışma dünyaları hakkında çok şey öğrendin. Ayrıca diğer çocukların, büyüklerini taklit edercesine birbirlerine sopa salladıkları kaba oyunlarını öğrendin.
qstr_You_were_drawn_to_th|You were drawn to the human body, and how it functioned. Perhaps a family member got sick, and you vowed to help others through the same. Perhaps you liked giving people hope and treating them. Maybe you just liked cutting things apart. Either way, in college, you went into the fields of medicine.
qstr_Perhaps_you_live_som|Perhaps you live somewhere where grand architecture spirals up into the sky, or where imposing walls surrounded you. Or a small village, with beautiful and ancientchurches, was where your interest in buildings came. It doesn’t matter, because you loved buildings,and learned to raise them up in university. Perhaps now, you shall use that to tear them down. 
qstr_Philology_the_study_|Philology, the study of languages and how they compare, is extremely important to the diplomacy of Europe, where besides Latin, language like English, Russian, French, and so forth mustbe mastered. Studying this in university gave you a keen tongue and learned how to speak and communicate withthe high lords and common folk across the many realms of Europe.
qstr_{reg3?daughter:man}|{reg3?kadını:adamı}
qstr_{reg3?woman:man}|{reg3?yetişkin:yetişkin}
qstr_You_decided_to_lead_|You decided to lead a bohemian life, travelling from place to place playing music. This has put you in touch with the common people, and most of your interactions with higher society consisted of a tip of the hat when they tossed a coin into your cup. But still, you have learned how to advertise yourself, how to speak to a crowd, and how to entertain. All very useful skills, indeed.
qstr_You’re_a_businessp|You’re a businessperson, someone who has capital and funds enough to make more   capital. Perhaps you rose from the working class, or perhaps you started with a small loan from your family.   Either way, you’re well-off and can definitely get a foot in wherever you go now.
qstr_You_fell_into_crimin|You fell into criminal life, and never really got out. The police know who you are    in some places, and in others they leer as if they should know you. No matter, of course, since between arrests   and brief jail times, you’ve learned how to survive outside the law.
qstr_You_went_to_the_Amer|You went to the Americas to seek a new life, perhaps to escape persecution   in Europe, perhaps to make a new life free from debts. Whatever your reasons, you took the journey   across to the Atlantic. And now, for whatever reason, you have returned to Europe.
qstr_You_fought_in_the_Cr|You fought in the Crimea, either with or against Russia, and your   experiences in that war were invaluable and horrific. You saw men die, you saw foolish cavalry   charges, you saw the awesome power of cannons. As you returned home, weary and war-shocked, you knew you would never be the same.
qstr_Only_you_know_exactl|Eski hayatını bitirip maceracı olmaya niye karar verdiğini tam olarak sadece sen biliyorsun. Yine de, öfken yüreğini kavururken, ayrılmak zor bir seçim olmadı. İntikam istiyorsun. Adalet istiyorsun. Sana yapılmış olan geri alınamaz ve bu borçlar sadece kanla ödenebilir...
qstr_Only_you_know_exactly|Eski hayatını bitirip maceracı olmaya niye karar verdiğini tam olarak sadece sen biliyorsun. Aklında tek şey var, o da kalamayacağın. Öylesine sevdiğin birinin anıları bu kadar acı dolu ve bu kadar yakınken değil. Belki de yeni bir hayat sana, ismini ağzına almaktan çekindiğin o kişinin adını onurlandırmanı ya da unutmanı sağlayabilir...
qstr_Only_you_know_exactly_|Eski hayatını bitirip maceracı olmaya niye karar verdiğini tam olarak sadece sen biliyorsun. Tanıdık olan şeyler sıkıcı olup da gezip görme hayallerin hayatını ele geçirdiğinde, evin niye adeta bir hapishaneye dönmüştü emin değilsin bile. Belki uzak bir yere dair isteklerin vardı, belki de sadece açık yol ve yol alma özgürlüğüne; ama aynı yerde kalamayacağın artık kesindi. Sadece gittin ve asla arkana bakmadın...
qstr_Only_you_know_exactly_w|Eski hayatını bitirip maceracı olmaya niye karar verdiğini tam olarak sadece sen biliyorsun. Ne var ki, geri dönemeyeceğini biliyorsun. Geri dönecek bir yer kalmadı. Evin diye bildiğin yer artık yok ve geniş mi geniş bu dünyada bir başına kaldığın gerçeğiyle yüzleşmelisin. Ya batacaksın, ya çıkacaksın...
qstr_Only_you_know_exactly_wh|Eski hayatını bitirip maceracı olmaya niye karar verdiğini tam olarak sadece sen biliyorsun. Diğerlerine göre, açıkça ve tamamen kişisel kazanç peşindesin. Zengin, güçlü, saygıdeğer, korkulan. Diğerlerinin sözüne uymak için koşuşturduğu kişi olmak istiyorsun. İnsanların adını bilmesini ve adının konuşulduğu yerde titremelerini istiyorsun. Herşeyi istiyorsun, ve kimsenin seni alıkoymasına izin verecek değilsin...
qstr_Back_to_the_beginnin|Başa dön...
qstr_View_next_segment...|Sonraki kısma geç...
qstr_^No_food:___{reg7}|^Yiyecek yok:  -{reg7}
qstr_^Wage_debt:___{reg6}|^Maaş borcu:  -{reg6}
qstr_On_loan|On loan,
qstr_Appoint_next_marshal|Sonraki Mareşali Tayin Et
qstr_Award_{s12}_as_fief|{s12} toprağını ödül olarak ver
qstr_No_one|Hiç kimse
qstr_Selected_faction_is:|Seçili taraf: {s10}^^{s9}
qstr_You_are_currently_re|Bu aralar şu kitabı okuyorsun: {s8}.
qstr_You_are_not_reading_|Şimdilik herhangi bir kitabı okumuyorsun.
qstr_none|hiçbiri
qstr_{s5}_and_{s6}|{s5} ve {s6}
qstr_Your_estates_are:_{s|Mülklerin: {s8}.^{s9}
qstr_Current_party_size_l|Grup büyüklüğü limiti {reg5}.^Grup büyüklüğü bileşenleri:^^Temel büyüklük:  +10^Liderlik: {s2}{reg1}^Karizma: {s3}{reg2}^Nam: {s4}{reg3}^TOPLAM:  {reg5}
qstr_Loyal|Adanmış
qstr_Devoted|Sadık
qstr_Fond|Dostça
qstr_Gracious|Minnettar
qstr_Friendly|Arkadaşça
qstr_Supportive|Destekleyici
qstr_Favorable|Olumlu
qstr_Cooperative|Yardımcı
qstr_Accepting|Kabullenici
qstr_Indifferent|Kayıtsız
qstr_Suspicious|Şüpheci
qstr_Grumbling|Rahatsız
qstr_Hostile|Muhalif
qstr_Resentful|Düşmanca
qstr_Angry|Kızgın
qstr_Hateful|Saldırgan
qstr_Revengeful|Öfkeli
qstr_Vengeful|Nefret dolu
qstr_Your_relation_with_t|Krallıklarla ilişkin:^{s2}
qstr_Player_renown_is_inc|Oyuncunun namı 100 arttı. 
qstr_Player_honor_is_incr|Oyuncunun namı 1 yükseldi ve {reg7} oldu.
qstr_north_region|north region
qstr_middle_region|middle region
qstr_south_region|south region
qstr_Ironsight_mode_disab|Ironsight mode disabled.
qstr_Ironsight_mode_enabl|Ironsight mode enabled.
qstr_{reg1}_{s1}_{reg2?ac|{reg1} {s1} teklifi kabul ediyor.
qstr_No_one_accepts_the_o|Kimse teklifi kabul etmiyor.
qstr_You_start_reading_{s|{s2} isimli kitabı okumaya başlıyorsun. Bir kaç sayfa sonra, bu kitaptan öğreneceğin çok şey olduğunu hissediyorsun. Kitabı yakınında tutup uygun her fırsatta okumaya karar veriyorsun.
qstr_You_flip_through_the|{s2} kitabının sayfalarını karıştırıyorsun, ama takibi zor geliyor. Deneyip zorlasan da, birazdan başın ağrımaya başlıyor ve bırakman gerekiyor.
qstr_Villagers|Köylüler
qstr_You_have_encountered|{s1}
qstr_You_have_engaged_{s1|{s3} {s1} tarafından yağmalanıyorken, {s1} ile çarpışmaya girdin.
qstr_You_were_caught_by_{|{s3} askerlerin tarafından yağmalanırken {s1} tarafından yakalandın.
qstr_You_were_victorious!|Zafer kazandın!
qstr_Battle_was_lost._You|Savaş kaybedildi. Güçlerin feci bir şekilde ezildi.
qstr_Your_companions_carr|Arkadaşların seni savaş alanından uzaklaştırıyor.
qstr_You_have_defeated_th|Düşmanı yendin.
qstr_You_have_retreated_f|Savaştan geri çekildin.
qstr_^^Ally_Casualties:{s|^^Müttefik Kayıpları:{s0}
qstr_{s1}_of_{s3}_managed|{s1} kaçmayı başardı.
qstr_Some_of_your_tendons|Kirişlerin savaşta kısmen hasar almış. 1 Güç kaybettin.
qstr_You_took_a_nasty_wou|İyileştikten sonra bile topallamana sebep olan sağlam bir yara aldın. 1 Çeviklik kaybettin.
qstr_You_have_trouble_thi|Savaştan sonra düşünürken zorlanmaya başlıyorsun, muhtemelen başına aldığın sert bir darbeden, ve sürekli başağrıları musallat oluyor. Zekan 1 düştü.
qstr_Perhaps_I_m_getting_|Belki de şansım azalıyordur...
qstr_Retirement_is_starti|Emeklilik gittikçe kulağa daha iyi geliyor.
qstr_No_matter!_I_will_pe|Neyse ne! Dayanacağım!
qstr_What_did_I_do_to_des|Bunu haketmek için ne yaptım?
qstr_I_suppose_it_ll_make|En azından iyi bir hikaye çıkar, sanırım.
qstr_{s9}_wants_you_to_fo|{s9} ordusunu sonraki emre kadar takip etmeni istiyor.
qstr_The_local_road_netwo|The local road network connects {s2} to the cities of {s60}, {s61} and {s62}. This region has access to the sea.
qstr_The_local_road_networ|The local road network connects {s2} to the cities of {s60}, {s61} and {s62}.
qstr_{s8}_of_{s9}|{s9}ndan {s8}
qstr__Your_own_banner_fli| Sancağın kale girişinde dalgalanıyor.
qstr__You_see_the_banner_| Kale kapısının üzerinde {s7}{.nin} sancağının dalgalandığını farkediyorsun.
qstr__Your_own_banner_flie| Sancağın şehir girişinde dalgalanıyor.
qstr__You_see_the_banner_o| Şehir kapılarının üzerinde {s7}{.nin} sancağının dalgalandığını farkediyorsun.
qstr_Cannot_besiege:_too_|Cannot besiege: too far from any center of your faction (closest centers to this {reg6?town:castle} are {s60}, {s61} and {s62}) and can't be besieged from the sea.
qstr_The_{reg6?town_s:cas|{reg6?Kentin:Kalenin} yiyecek stokları {reg3} gün daha dayanabilir.
qstr_The_{reg6?town_s:cast|{reg6?Kentin:Kalenin} yiyecek stokları tükendi ve müdafaadakiler açlık çekiyor.
qstr_You_re_preparing_to_|Duvarlara saldırmaya hazırlanıyorsunuz, iş {reg9} saate bitmeli.
qstr_Your_forces_are_buil|Askerlerin bir kuşatma kulesi inşa ediyor (bitmesine {reg9} saat var).
qstr_You_are_ready_to_att|Duvarlara saldırmaya hazırsınız.
qstr_The_siege_tower_is_b|Kuşatma kulesinin inşası bitti, saldırıda kullanmaya hazır.
qstr_As_a_last_defensive_|Son bir savunma şansı için kalenin ana salonuna çekiliyorsunuz. Kalan adamlarınla burada çaresiz bir savaşa girişiyorsunuz. Eğer yenilirseniz, geri çekilecek bir yer kalmayacak.
qstr_You_ve_been_driven_a|Duvarlardan sürüldünüz. Saldırganlar sokaklara akmaya başladı. Eğer onları yenebilirseniz, belki işin akışını çevirip günü kurtarabilirsiniz.
qstr_You_ve_breached_the_|Şehir duvarlarından girdiniz. Ama inatçı müdafiler dirençlerine sokaklarda devam ediyorlar! Şehrin kalbindeki kaleye saldırmadan önce onları halletmeniz lazım.
qstr_The_town_is_yours_bu|The town is yours, but the remaining defenders have retreated to the castle. It must fall before you can complete your victory.
qstr_The_remaining_defend|Savunmada kalanlar son savunma için kaleye çekildiler. Girip kalan direnci de kırmalısınız.
qstr_However_since_you_ar|Ne var ki, {s9}'{.nin} yeminli bir {adamı/takipçisi} olmadığından,  seni bu {reg8?şehrin:kalenin} {lordu/hanımı} olarak tanımasına imkan yok.
qstr_The_enemy_has_been_f|Düşman çekilmeye zorlandı. Saldırı sona erdi, ama kuşatma devam ediyor.
qstr_As_you_approach_you_|Yaklaştıkça, kalenin muhafızları tarafından fark ediliyorsun ve seni {kralları/kraliçeleri} adına selamlayıp, kapıları açıyorlar.
qstr_As_you_approach_you_a|Yaklaştıkça, kalenin muhafızları tarafından fark ediliyorsun ve seni {lordları/hanımları} adına selamlayıp, kapıları açıyorlar.
qstr__This_village_and_th| Bu köy ve onu çevreleyen alan sana ait.
qstr__You_remember_that_t| Bu köyün ve civardaki toprakların sahibinin {s7} olduğunu hatırlıyorsun.
qstr__These_lands_belong_| Bu topraklar kimseye ait değil.
qstr__The_village_is_infe| Köy {reg8} {s35} tarafından istila edildi.
qstr__The_village_has_bee| Köy yağmalandı. Yanmış evlerin arasından geçerken birkaç köylünün kaçıştığını görüyorsun.
qstr__The_village_is_bein| Köy yağmalanıyor.
qstr_soldiers|soldiers
qstr_rebels|rebels
qstr_No_one_here_seems_to|Burada kimse birliğine katılmaya istekli görünmüyor.
qstr_One_{s3}_volunteers_|Bir {s3} seni izlemek için gönüllü oluyor.
qstr_{reg5}_{s3}_voluntee|{reg5} {s3} seni izlemek için gönüllü oluyor.
qstr_Try_as_you_might_you|Elinizden geleni yapsanız da, haydutları yenemiyorsunuz. Öfkeden kudurmuş bir şekilde, köylüleri cezalandırmak için köyü yerle bir ediyorlar ve daha yeşil meralar bulmak üzere yanan bu çorak topraklardan ayrılıyorlar.
qstr_village|köy
qstr_town|kasaba
qstr_castle|kale
qstr_The_{s17}_has_no_imp|{s17} için hiçbir gelişme yapılmamış.
qstr_The_{s17}_has_the_fo|{s17} için yapılan gelişmeler:{s18}.
qstr_The_assasins_beat_yo|Suikastçiler seni dövüp ölüme terkediyorlar.
qstr_You_have_fallen._The|Düştün. Haydutlar hızlıca vücudunu arayıp bulabildikleri tüm parayı kapıp gecenin karanlığına karışıyorlar. Seni canlı bıraktılar, neredeyse.
qstr_Luckily_some_of_your|Neyse ki dönmeyince bazı yandaşların seni aramaya geliyorlar ve yolun kenarında yatarken buluyorlar. Seni güvenliğe götürüp yaralarını sarıyorlar.
qstr_Luckily_some_passing|Neyse ki yoldan geçen bazı kasabalılar seni yolun kenarında buluyorlar ve bir dilenciden fazlası olduğunu farkediyorlar. Seni en yakın hana taşıyıp yaralarını sarıyorlar.
qstr_You_fail_to_steal_an|Hiç bir sığırı kaçırmayı başaramadınız.
qstr_You_drive_away_{reg1|Köyün sürüsünden {reg17} baş sığır kaçırıyorsunuz.
qstr_You_are_at_{s2}.|{s2}{.e} geldin.
qstr__This_castle_has_no_| Bu kalede garnizon yok.
qstr__Your_own_flag_flies| Your own flag flies over the town gates.
qstr__You_see_the_flag_of| You see the flag of {s7} over the town gates.
qstr__This_town_has_no_ga| Bu şehirde garnizon yok.
qstr__You_have_successful| Başarıyla içeri sızdın.
qstr_{s13}_A_tournament_w|{s13} Yakında burada bir turnuva yapılacak.
qstr___Join_the_commander| (Join the commanders' meeteing)
qstr___{reg1}_pounds_per_| ({reg1} pounds per night)
qstr_You_are_not_allowed_|You are not allowed here (need to have relation with faction 5 and higher).
qstr_Moreover_you_earn_{r|Üstüne bir de, kendi üstüne oynadığın zekice bahislerden {reg8} dinar kazandın...
qstr_Victory_is_yours!_Yo|Galibiyet senin! Bu turu kazandın ama şimdi sonraki tura hazırlanman gerekiyor.
qstr_You_have_been_bested|Bu kavgada yenildin, ama turnuva hakemi yetenek ve cesaretini alkışlayıp sonraki turda savaşmana izin veriyor.
qstr_You_were_beaten._The|Yenildin. Köylüler başarılarından dolayı yüreklendiler, ancak almalarını istediğin dersi muhtemelen kapamadılar.
qstr_After_beating_your_l|Son rakibini de yendikten sonra, köylülere bu tip saldırılara karşı kendilerini nasıl korumaları gerektiğini anlatıyorsun. Bir dahaki sefere bu deneyimlerini kullanarak daha hazırlıklı olabileceklerini umut ediyorsun.
qstr_The_bandits_are_brok|Haydutlar dağıldı! Hayatta kalıp bilinci yerinde olanlar da kuyruklarını bacaklarının arasına sıkıştırıp, köylüler ve yeni müdafilerinden dehşete düşmüş bir şekilde kaçıyorlar.
qstr_{s1}_s_Ship|{s1}'in Gemisi
qstr_However_{reg3?You_ar|Ne yazık ki,{reg3? :{s1} }kâr edecek mallar {reg3?bulamıyorsun:bulamıyor.}
qstr_^Buying_{s4}_here_an|^Buradan {s4} alıp {s5}nde satmak, mal başına {reg6} dinar kâr getirecektir.{s3}
qstr_{reg3?You_find:{s1}_|{reg3?Şunları buluyorsun:{s1} şunları buluyor}:^{s3}
qstr_{s2}^{reg1}_{s1}_ear|{s2}^{reg1} {s1}, {reg0} tecrübe kazandı.
qstr_{s2}^{s1}_earned_an_|{s2}^{s1}, ek olarak {reg0} tecrübe kazandı.
qstr_^You_earned_{reg0}_e|^{reg0} tecrübe kazandın.{s2}
qstr_The_training_didn_t_|Talim hiç de iyi geçmedi.
qstr_The_training_didn_t_g|Talim pek iyi geçmedi.
qstr_The_training_went_qu|Talim fena geçmedi.
qstr_The_training_went_ve|Talim oldukça iyi geçti.
qstr_The_training_went_pe|Talim mükemmel geçti.
qstr_{s13}_asked_you_to_r|{s13}, en az {reg13} askerle ona rapor vermeni emretti.
qstr_{s13}_ordered_you_to|{s13}, {s14}ne yapılan saldırıya katılmanı emretti.
qstr_Find_and_speak_with_|{s4}ndan {s3} ile konuşup ona bağlılık yeminini sunmalısın.
qstr_There_has_been_an_al|Bir hudud hadisesi oldu: {s9}
qstr_^^Note_that_so_long_|^^Mareşal olarak kaldığın sürece, ülkenin lordları senin seferde onlara öncülük etmeni bekleyeceklerdir. Yani eğer bir şölenin başlamasını evlilik veya başka bir nedenle beklersen, öncelikle hükümdarınla konuşup mareşalliğini başkasına devretmek isteyebilirsin.
qstr_Temperature:_+{reg0}|Temperature: +{reg0} C ^Pressure: {reg1} hPa ^Humidity: {reg2}% ^Wind: {reg3} km/h ^Cloudiness: {reg4}% ^Precipitation: {reg5}%
qstr_Kingdom_of_Wurttembe|Kingdom of Wurttemberg
qstr_Kingdom_of_Hannover|Kingdom of Hannover
qstr_French_Empire|French Empire
qstr_Austrian_Empire|Austrian Empire
qstr_Kingdom_of_Sardinia|Kingdom of Sardinia
qstr_Kingdom_of_Prussia|Kingdom of Prussia
qstr_Principality_of_Bulg|Principality of Bulgaria
qstr_French_Republic|French Republic
qstr_Austria_Hungary|Austria-Hungary
qstr_Kingdom_of_Italy|Kingdom of Italy
qstr_German_Empire|German Empire
qstr_Kingdom_of_Bulgaria|Kingdom of Bulgaria
qstr_Principality_of_Alba|Principality of Albania
qstr_You_have_bought_a_fi|You have bought a field gun.
qstr_You_have_exceeded_pa|You have exceeded party size limit.
qstr_You_have_no_enough_m|You have no enough money.
qstr_Not_available_in_thi|Not available in this town.
qstr_You_have_bought_a_ho|You have bought a howizer.
qstr_You_have_bought_a_he|You have bought a heavy howizer.
qstr_You_have_bought_a_ma|You have bought a machine gun.
qstr_Not_available_for_th|Not available for this faction.
qstr_Breaking_camp...|Kamp toplanıyor...
qstr_The_{s31}_gets_1_inf|The {s31} gets 1 infamy because of the prolonged war with {s32}.
qstr_Party_has_nothing_to|Grubunun yiyecek hiçbir şeyi yok!
qstr_{reg1}_{s1}_{reg2?ha|Gece vakti grubundan {reg1} {s1} kaçtı.
qstr_{s1}_of_{s3}_has_bee|{s3}ndan {s1} esaretten serbest bırakıldı.
qstr_Building_of_{s0}_in_|{s4}ndeki {s0} inşası tamamlandı.
qstr_{s1}_is_no_longer_in|{s1}ndeki haydut istilası sonra erdi (gece).
qstr_You_pay_for_accommod|Barınma için ücret ödüyorsun.
qstr_Betrothal_to_{s5}_ex|{s5} ile olan nişan atıldı.
qstr__Your_tactics_skill_| Taktik yeteneğin 1 yükseldi.
qstr__Your_persuasion_ski| İkna yeteneğin 1 yükseldi.
qstr__Your_leadership_ski| Liderlik yeteneğin 1 yükseldi.
qstr__Your_intelligence_h| Zekan 1 yükseldi.
qstr__Your_trade_skill_ha| Ticaret yeteneğin1 yükseldi.
qstr__Your_weapon_master_| Silah ustası yeteneğin 1 yükseldi.
qstr__Your_engineer_skill| Mühendislik yeteneğin 1 yükseldi.
qstr_You_have_finished_re|{s1} kitabını okumayı bitirdin.{s2}
qstr_Book_Read|Kitap okundu.
qstr_{s1}_is_scouted.|{s1} gözlendi.
qstr_{s1}_has_switched_fr|{s1}, {s2}ndan {s3}na geçti.
qstr_The_{s1}_has_finishe|The {s1} has finished researching technology '{s2}'.
qstr_The_year_is_{reg0}.|The year is {reg0}.
qstr_North_German_Confede|North German Confederation
qstr_Finished_improving_r|Finished improving relations with {s31}.
qstr_{reg65?my_Lady:my_Lo|{reg65?hanımım:lordum}
qstr_{reg65?My_Lady:My_Lo|{reg65?Hanımım:Lordum}
qstr_{reg65?madame:sir}|{reg65?hanımefendi:efendim}
qstr_{reg65?Madame:Sir}|{reg65?Hanımefendi:Efendim}
qstr__no_fiefs_|(kendine ait bölgesi yok)
qstr__fiefs:_{s0}_|(ait bölgeler: {s0})
qstr_It_s_your_money_or_y|Ya paran ya canın, {koçum/güzelim}. Ani hareket yapma, deşeriz.
qstr_Lucky_for_you_you_ca|Şanslısın bugün sağımdan kalktım. Tüm paranızı verirseniz yaşamanıza izin verebilirim.
qstr_This_a_robbery_eh?_I|Bu bi' soygun, ha? Size herşeyinizi vermek için bi' şans veriyorum, yoksa ben ve kankalarım sizi öldürüveririz. Çaktın mı?
qstr_we_have_made_very_li|şimdilik çok az ilerleme katettik
qstr_we_have_suceeded_in_|yer kazanmaya başladık, ama yine de yapacak çok işimiz var
qstr_we_have_become_a_sig|dikkate alınacak bir güç olduk ve kazanma şansımız bile var
qstr_we_are_winning_the_w|savaşı kazanıyoruz, ama düşmanlarımız hala direniyor
qstr_we_are_on_the_verge_|galibiyetin eşiğindeyiz. Kalan düşmanlar bir tehdit oluşturmuyorlar, ama yine de onları avlamamız gerekiyor
qstr_Ever_since_the_fall_|Ever since the fall of the Holy Roman Empire, the Austrian Emperor has been doing their best to undermine Northern conglomeration efforts. We will have to defeat and dissolve the weak German Confederation, lead by the Austrians, in order to rise to the position of a German hegemon, and annex the Kingdom of Hannover.^^ - Defeat the German Confederation armies belonging to Austria, Wurtemberg and Hannover^ - Conquer and hold the Bavarian fortification of Nuremberg ^ - Conquer the capital city of Stuttgart^ - Sign peace with German Confederation on conditions of taking Nuremberg and Stuttgart^^ We will be able to hold onto any conquests we make during the war, and our ultimate goal is to annex the Northern German states. Victory will pave the way to ultimate unification after we take back Alsace-Lorraine.
qstr_War_with_France_has_|War with France has broken out, and our goal will be to utterly destroy them, take back German clay in Alsace-Lorraine, and ultimately declare Empire under our soon-to-be Emperor {playername}. It's time to display to the Southern Germans, foremost the Bavarians, that we are indeed capable of defending and leading the German people.^^ - Conquer the French border city of Strasbourg^ - Annihilate the French Army entirely^ - Sign peace with France on conditions of taking Strasbourg^^Let a united Germany rise from the ashes of the 2nd French Empire.
qstr_The_first_step_towar|The first step towards German unification must be the reconquest of the Northern German regions of Schleswig, Holstein, and Lauenburg, which, for the past centuries, have been under occupation by the Danish Kingdom. Taking back the region, and destroying the Danish in the process, would certainly display might and competence in the eyes of the German states.^^ - Conquer the city of Kiel.^ - Defeat the Danish armies and destroy their economy to force them to surrender.^ - Sign peace with Denmark on conditions of taking Kiel^^Once we've defeated the Danes, we can move on to our Southern rival, the Austro-Hungarian Empire.
qstr_Papal_State_and_our_|Papal State, and our primary Italian adversary, the Kingdom of Two Sicilies
qstr_Papal_State_and_our_p|Papal State, and our primary Italian adversary, the Kingdom of Sardinia
qstr_Kingdom_of_Two_Sicil|Kingdom of Two Sicilies, and our primary Italian adversary, the the Kingdom of Sardinia
qstr_Your_highness_those_|Your highness, those people are our allies! We will be condemned by the entire international community, and lose a valuable ally! Are you sure?
qstr_We_ve_agreed_by_truc|We've agreed by truce not to attack them, at least for the moment being. We will face extreme scrutiny if we do, regardless of how righteous our cause my be. Are you sure?
qstr_Considering_we_have_|Considering we have a valid reason to attack {s31}, I don't see any inherent reason why this should speak against us. If you wish, I will send out a message to their ambassador immediately.
qstr_I_am_afraid_we_don_t|I am afraid we don't have a justification for conflict at this point in time. We can naturally still declare war against {s31}, but expect international pressure to mount extremely quickly, and for it to put us in the crossfire of future and ongoing conflicts.
qstr_This_is_my_decision_|This is my decision to make, go ahead anyways.
qstr_Then_send_that_ambas|Then send that ambassador a message, and one to our generals, too.
qstr_You_have_my_blessing|You have my blessings, go ahead.
qstr_Let_s_not_act_rashly|Let's not act rashly. We have all the time we need, let's wait.
qstr_Hold_it_then_we_can_|Hold it, then, we can't get ourselves condemned by a dozen nations at once!
qstr_This_will_be_unneces|This will be unnecessary bloodshed through and through. Hold off on it.
qstr_{playername}_when_we|{playername}, uzun yürüyüşümüze başladığımızda pek az kişinin beni destekleyecek cesareti vardı. Ve çok daha azı davam için hayatlarını riske atmaya istekliydi. Ama sen, kendini düşmanlarımın önüne atmak için bir an bile durmadın. Beraber çok şey geçirdik ve umudu kaybetmeye yaklaştığım zamanlar oldu. Ama Tanrı'nın yardımıyla, alnımız açık çıktık. Artık yanından ayrılma ve hakettiğimi alma vakti geldi. Bu andan itibaren {s3}nı yönetme sorumluluğunu taşıyacağım. Hala pek çok engelle karşılaşabiliriz ve bunları aşmak için sana güveniyorum. Ve tabi ki, her zaman en önemli vasalım olarak kalacaksın.
qstr__We_will_of_course_n| Tabi ordularımız seferden dönene kadar beklememiz gerekiyor.
qstr_I_am_{s4}_the_ruler_|Ben {s4}, {s6} yöneticisi
qstr_I_am_{s4}_a_vassal_o|Ben {s4}, {s6} derebeyi.
